Family,genus,species
Formicidae,TACTTMPAcropyga_Neotropical09,TACTTMPAcropyga Neotropical09 guianensis
Formicidae,TACTTMPAcropyga_Neotropical10,TACTTMPAcropyga Neotropical10 lauta
Formicidae,TACTTMPAcropyga_Neotropical10,TACTTMPAcropyga Neotropical10 major
Formicidae,TACTTMPAcropyga_Neotropical10,TACTTMPAcropyga Neotropical10 oceanica
Formicidae,TACTTMPAcropyga_Neotropical10,TACTTMPAcropyga Neotropical10 panamensis
Formicidae,TACTTMPAcropyga_Neotropical10,TACTTMPAcropyga Neotropical10 silvestrii
Formicidae,TACTTMPAcropyga_Neotropical11,TACTTMPAcropyga Neotropical11 donisthorpei
Formicidae,TACTTMPAcropyga_Neotropical11,TACTTMPAcropyga Neotropical11 keira
Formicidae,TACTTMPAcropyga_Neotropical11,TACTTMPAcropyga Neotropical11 palaga
Formicidae,TACTTMPAcropyga_Neotropical11,TACTTMPAcropyga Neotropical11 sauteri
Formicidae,TACTTMPAcropyga_Neotropical12,TACTTMPAcropyga Neotropical12 ayanganna
Formicidae,TACTTMPAcropyga_Neotropical12,TACTTMPAcropyga Neotropical12 butteli
Formicidae,TACTTMPAcropyga_Neotropical12,TACTTMPAcropyga Neotropical12 pallida
Formicidae,TACTTMPAdelomyrmex_Neotropical01,TACTTMPAdelomyrmex Neotropical01 anxiocalor
Formicidae,TACTTMPAdelomyrmex_Neotropical01,TACTTMPAdelomyrmex Neotropical01 betoi
Formicidae,TACTTMPAdelomyrmex_Neotropical01,TACTTMPAdelomyrmex Neotropical01 biroi
Formicidae,TACTTMPAdelomyrmex_Neotropical01,TACTTMPAdelomyrmex Neotropical01 bispeculum
Formicidae,TACTTMPAdelomyrmex_Neotropical01,TACTTMPAdelomyrmex Neotropical01 brenesi
Formicidae,TACTTMPAdelomyrmex_Neotropical01,TACTTMPAdelomyrmex Neotropical01 coco
Formicidae,TACTTMPAdelomyrmex_Neotropical01,TACTTMPAdelomyrmex Neotropical01 costatus
Formicidae,TACTTMPAdelomyrmex_Neotropical01,TACTTMPAdelomyrmex Neotropical01 cristiani
Formicidae,TACTTMPAdelomyrmex_Neotropical01,TACTTMPAdelomyrmex Neotropical01 dentivagans
Formicidae,TACTTMPAdelomyrmex_Neotropical01,TACTTMPAdelomyrmex Neotropical01 dorae
Formicidae,TACTTMPAdelomyrmex_Neotropical01,TACTTMPAdelomyrmex Neotropical01 foveolatus
Formicidae,TACTTMPAdelomyrmex_Neotropical01,TACTTMPAdelomyrmex Neotropical01 grandis
Formicidae,TACTTMPAdelomyrmex_Neotropical01,TACTTMPAdelomyrmex Neotropical01 hirsutus
Formicidae,TACTTMPAdelomyrmex_Neotropical01,TACTTMPAdelomyrmex Neotropical01 laevigatus
Formicidae,TACTTMPAdelomyrmex_Neotropical01,TACTTMPAdelomyrmex Neotropical01 longinoi
Formicidae,TACTTMPAdelomyrmex_Neotropical01,TACTTMPAdelomyrmex Neotropical01 mackayi
Formicidae,TACTTMPAdelomyrmex_Neotropical01,TACTTMPAdelomyrmex Neotropical01 marginodus
Formicidae,TACTTMPAdelomyrmex_Neotropical01,TACTTMPAdelomyrmex Neotropical01 metzabok
Formicidae,TACTTMPAdelomyrmex_Neotropical01,TACTTMPAdelomyrmex Neotropical01 micans
Formicidae,TACTTMPAdelomyrmex_Neotropical01,TACTTMPAdelomyrmex Neotropical01 microps
Formicidae,TACTTMPAdelomyrmex_Neotropical01,TACTTMPAdelomyrmex Neotropical01 minimus
Formicidae,TACTTMPAdelomyrmex_Neotropical01,TACTTMPAdelomyrmex Neotropical01 myops
Formicidae,TACTTMPAdelomyrmex_Neotropical01,TACTTMPAdelomyrmex Neotropical01 nortenyo
Formicidae,TACTTMPAdelomyrmex_Neotropical01,TACTTMPAdelomyrmex Neotropical01 paratristani
